text,stance
ఎలా order చేయాలి ఆ వివరాలు ఇంకొంచం detail గా ఉంటే ఇంకా బాగుండేది అనిపించింది.,against
నీ ఫోన్ నేంభర్ నీ ఫోన్ నేంభర్ నీ పెంరు,neutral
"దేశం కోసం , ధర్మం కోసం టికెట్స్ రేట్లు కూడా చాలా ఎక్కువ ఉన్నాయి గా",against
వందే భారత్ రైలులో డోర్ క్లోజ్ అయి ఇరుక్కుపోయిన న్యూస్ చూసి వచ్చిన వాళ్ళు ఒక లైక్ వేసుకోండి,favour
"18అంటే 1+8=9,అంటే ఇది వేదాలలో చెప్పబడిన ఆ నిరాకార నిరూప నిర్గుణ పరబ్రహ్మ కు గుర్తే 9,అని శ్రీ పాద శ్రీ వల్లభ చరితామృతం లో చెప్పినారు,చాలా లక్కీ ట్రైన్, మోడీజీ కీ జైజైజైజైజైజైజైజైజై",neutral
ఒకవేళ తెలియక పోవచ్చు rain ఎక్కితే వాడు టీసీ బుద్దిఉందా అని అడగటం బాగోలేదు.,neutral
సూపర్ ట్రైన్,favour
"మాది ఒక చిన్న పల్లెటూరు... మా వూరిలో ""వందేభారత్"" ట్రైన్ ఎప్పటికీ ఆగకపోవచ్చు... అయితేనేం..!!?? ప్రతీ రోజూ మా ఊరిమీదుగా పరుగులు తీసే ఈ వందేభారత్ ట్రైన్ ని చూస్తూనే ఉంటాము... మా ఊరివాళ్ళతో కలసి....",neutral
"nirup munigapa కావచ్చు...కానీ... ఒక బస్సు...లేదా ఒక ఫ్లైట్ కంటే ....మన ఊరిలోని పచ్చని పంట పొలాల మధ్యలోనుండి ఎంతో అందంగా...వయ్యారంగా సాగిపోయే ఒక ""రైలు బండి "" ప్రయాణం మన ఊరి ప్రజల హృదయాలకు ఎంతో చేరువగా ఉన్నట్టు అనిపిస్తుంది bro...!! అది మన ఊరిలో ఆగకపోయినాసరే అది మన జీవితాల్లో ఒక భాగమనిపిస్తుంది.....",neutral
Nee video social media lo ట్రెండ్ aiendi బయ్య,neutral
"B luck...!!!!! మనకంటే ఎంతో చిన్నవైన యూరోపియన్ countries ""maglev"" వంటి new టెక్నాలజీ trains పరుగులు తీయిస్తుంటే... మనం మాత్రం ఇప్పటికీ ఎదో కొంచెం speed limit పెంచి..limited stops తో time ని తగ్గించుకొనే new design trains తో తృప్తి పడవలసి వస్తోంది. Railway రూట్ లోని ప్రతీ స్టేషన్ ని ఒక productive unit గా పేర్కొని... Largest income source గా చెప్పుకొనే మన railway వ్యవస్థ... ఇప్పటికీ అవ్వే railway ట్రాక్స్ తో... ఎదో కొంచెం Speed limit పెంచుకొన్న engines తో time పాస్ చేస్తుండడం నిజంగా బాధాకరమైనవిషయం! కొన్ని విషయాల్లో మన దేశం యొక్క బలం మన జనమే...!! Transport వ్యవస్థ వరకు మన జనం ఈ వ్యవస్థ యొక్క income source గా guarantee గా నిలుస్తారు..!!!ఈ విషయం ఇప్పటికే metro trains విషయంలో ఋజువు అయ్యింది...!!! Out dated అయిపోయిన నాయకుల పాలనా వ్యవస్థ లు ఉన్నంత కాలం,... భారతదేశం ఇలా నత్త నడకలు సాగిస్తూ ఉండాల్సిందే కదా....!!!",favour
మీరు చెప్పిన ది నిజం...,favour
"Train కు ముందు లైట్స్ ఒకటే కాకుండా ట్రైన్ కు ఫోర్ హెడ్ తరహాలో డిజైన్ చేస్తే చాలా Stylish గా ,Powerful గా,Perfect గా ఉంటుందని నా అభిప్రాయం -విజయ్ ,ఒంగోలు",favour
"ఎన్ని స్పీడ్ ట్రైన్ లు వేసిన గమ్యం చేరడం మాత్రం లేటే కదా, మన ఇండియన్ railway టైమింగ్స్ worst.",favour
నువ్వు అతనిని వీడియో తీసి స్టేట్ మొత్తం పాపులర్ చేసావ్,favour
చాలా సంతోషంగా ఉంది బ్రో,favour
ఎంత వందే భారత్ ట్రైన్ అయితే మాత్రం.. ontime కి రాలేదు.. 20min లేట్.. కిక్ రా చారి... కిక్..,favour
విశాఖపట్నం - సికింద్రాబాద్ వందేభారత్,favour
Aa photo uncle kosam video చూసిన వాళ్ళు like veskondi,favour
గుడ్ వీడియో బ్రదర్,favour
చాలా బాగా చూపించారు సార్ ధన్యవాదములు,favour
"అన్న మి వీడియో చాలా బాగా వైరల్ అవుతుంది, న్యూస్, Instagram, F.b & in What's App aslo చాలా హైప్ క్రియేట్ అయింది ( వందే భారత్ ఎక్కాడు ఫైన్ కటాడు. )",favour
మీ వీడియో అదే uncle doorclosing ది విపరీతంగా viral అవుతుంది . మీరు watermark వాడాల్సింది .,favour
Kazipet lo అపలేద bro ?,favour
"మీ వీడియో చాలా news చానెల్ లో వచ్చింది, Rajamaandri ఎపిసోడ్",favour
నీ Video ETV NEWS వాళ్లు Copy కొట్టారు....,favour
రాజమండ్రి లో ఫోటో తీసుకోని ట్రైన్ దిగలేని వీడియో బాగా వైరల్ అయింది బ్రో,favour
చాలా బాగా వివరించారు అన్న గారు,favour
నీ రాజమండ్రి విజయవాడ వీడియో హైలెట్ పో.. స్టేట్ అంతా ధూమ్ ధామ్,favour
0:14 మీ వీడియో బాగా వైరల్ అవుతుంది బ్రో న్యూస్ ఛానెల్ లో,favour
అన్న మీరు అతను ట్రైన్ ఇరుక్కుపోయిన వీడియో చాలా వైరల్ అవుతుంది న్యూస్ లో కూడా వచ్చింది అన్న,against
"ట్రైన్ 18 అంటే ( దానిని తయారు చేయడానికి 18 నెలలు అయింది, అందుకే ట్రైన్ 18 అనే పేరు పెట్టారు అని అంటున్నారు కదా అన్న కానీ అది కరెక్ట్ కాదు అన్న) ట్రైన్ 18 అంటే గంటకు 180 కిలోమీటర్ల ఫరెవర్ వేగంతో ఇది వెళ్ళగలదు అందుకే దీనికి ట్రైన్ 18 అని పేరు పెట్టారు",against
Hn bro nee video lo photo kosam train ఎక్కిన వ్యక్తి క్లిప్ WhatsApp lo viral avtundhi,against
తెలంగాణ కు ఈ ట్రైన్ తో no use only ఆంధ్ర వాళ్ళకే 99% use,favour
మీకో దండం రా బాబు,favour
****ఇది మేము తయారు చేసిన ట్రైన్... మేధా సర్వో డ్రైవ్స్.. మీకు ఆపరేటింగ్ చేసే కేబిన్ లో మా కంపెనీ నేమ్ ఉంటుంది... మేధా లో జాబ్ చేస్తున్నందుకు గర్వం గా ఉంది..****,favour
"ఎపుడొ రావాల్సిన undi epatikyna vachindi, ekna entho avali, దీనికే మూరిసిపోకుండ enka chala cheyali ani govt ki demand cheyali",favour
చాలా బాగుంది వీడియో. దేశం రైళ్ల రాకపోకలు విషయంలో నెమ్మది నెమ్మదిగా ముందుకు వెళుతుంది అని అనిపిస్తోంది ఎలాగైనా రైలు బండి లేటు గా వెళ్ళటం తప్పలేదు,favour
"Modi bajana ఎందుకు ra, babu, train viability, and profitability ekka vundi so, eacharu, దానికి modi goppa endi raa",favour
టికెట్ ఫేర్ చాలా ఎక్కువ ఉన్నాయి,favour
వీడియో బాగుంది సోదరా,favour
అన్నా మీ వీడియో లో 13:17 దగ్గరా ఒక్క క్లిప్ సోషల్ మీడియా లో ట్రెండ్ అవుతోంది అన్నా,favour
Hi Hari రాజమండ్రి లో ట్రైన్ లో ఎక్కిన పర్సన్ Highlighted viral avutundi WhatsApp lo,favour
రాజమండ్రి అయన దిగడ... విజయవాడ లో...,favour
బిడవరి కోసము కాదు ఇది డబు ఉన్నవారికి బీద వారు వేలలి అనుకుంటే అది ఒక కాల,favour
అంత మంచి ట్రైనైన మన ఇండియాలో గబ్బు లేపుతారు గబ్బు గాళ్ళు,favour
ఎప్పుడెప్పుడా అని ఎదురుచూస్తున్న brother...finally వచ్చేసింది... మీ video.....keep it up,favour
ఎవరు అతను,favour
నెల తర్వాత మళ్లీ ఎక్కి చూసి చెప్పు బ్రో,favour
నాన్న ఎందుకో వెనకబడ్డాడు,favour
మాములు రైలు కూడా 120 నుండి 130 వేగం తో వెలుతాయి ఇంక వందే భరత్ ఎందుకు 250 స్పీడ్ తో వెళ్ళే ట్రాక్ మార్పులు చేయాలి,favour
బండి మైంటేనన్స్ భాగచూసుకోవాలి,favour
అదే మా జగనన్న ఐతే జగనన్న రైలు దీవిన అని పెట్టేవాడు.. మోదీ కాబట్టి సొంత పార్టీ లోగోస్ వాడలేదు,favour
అన్న ఫస్ట్ టైమ్ నీ వీడియో చూడడం చాలా జెన్యూన్ గా వివిరించావు అన్న నాకు చాలా గర్వాంగా ఉంది ఎందుకు అంటే ఏదైనా సరే మనకు మనం స్వంతంగా తయారు చేసుకున్నప్పుడు ఉండే కిక్కే వేరు పైగా పూర్తి స్వదేషి పరిజ్ఞానం తో చేయడం. ఎదిగే వాన్ని చూసి ఏడ్చే వాడు అక్కడే ఉంటాడు అవివేవి పట్టించుకోకుండా తన పని తను చేసుకొని వాడు ముందుకి వెళుతూనే ఉంటాడు. ఇది మా మోదీ జీ విజన్ జై మోదీ జీ జై బిజెపి,favour
Present టైమ్...2.26Pm అయ్యింది 17...1..2023... 1st DAY...AP... to TS ఈ ట్రైన్ (20833)ఇప్పుడే vizg... నుండి సికింద్రాబాద్ కి రీచ్ అయ్యింది...,favour
ఎందుకు నీకు ఇంత సునకానందం. ఒక నెల రోజుల తర్వాత చెప్పు.,favour
"చాలా బాగా వివరించి చెప్పారు అన్న, very nice explanation",favour
వెళ్ళు... వెళ్ళు...,favour
హాయ్ తమ్ముడు వీడియె చాల బాగుంది..... మీరు వివరించే విదానం చాల చాల బాగుంది,favour
దిగడానికి అవ్వదు వీడియో వైరల్ హరి,favour
అన్నవరం కూడా స్టాప్ ఉంటే బాగుండేది bro,favour
తెలుగు వాళ్ళకు ఇంకా boring flights నుంచి relief చాలా success చేస్తారు vandebharat ని. Best t from modi. Bangalore నుంచి కూడా vandebharat వేస్తే buses కూడా అవసరం లేదు. India changing,favour
Non veg book చేసి bre omlet icharu ante Ela? Just kidding,favour
ధ్యాంక్యు బ్రో. సూపర్ బాగా చేప్పారు చూపించారు. ఫుడ్ వద్దునుకుంటే మన ఫుడ్ తేచ్చుకోవచ్చా,favour
ఆల్మోస్ట్ మేము కూడా మీతో ప్రయాణం చేసినట్టు ఉంది హరి గారు,favour
Love from ఖమ్మం సత్తుపల్లి,favour
పూనకాలే. చైనాలో 75% హై స్పీడ్ ట్రాక్లే . 2000 కి.మీ ట్రాక్ చైనా నుంచి వియత్నాం దాక ఒక సంవత్సరంలో వేసి బుల్లెట్ రైల్ నడుపుతున్నారు . మన పూనకం మనకే.,favour
వందే భారత్ షో ఆఫ్ తప్ప ఏమి లేదు ... Waste train ... Hyd to vizag 700km వెళ్ళడానికి 9 hours ante speed 85km per hour ... చెప్పేది 180km...రేట్ డబుల్ ...modi antene waste ఫెలో,favour
సూపర్ బ్రదర్,favour
ఒక సిక్స్ మంత్స్ అగు అన్న ... ఈ ట్రైన్ రూపురేఖలు మారిపోతాయి మంది india anna ..,favour
సూపర్ హిట్ అన్న,favour
లవాడలో express. General bogi వాళ్లు ee train కనిపిస్తే raallu dengandi daala meeda.,favour
కవరేజ్ బాగుంది.. సింహపురి బ్రదర్.. Viewers కి ఒక విన్నపం.. పదవ నిముషంనుండి ఒక కామెడీ సీన్ అసలు మిస్ అవ్వొద్దు..,favour
ఇపుడు అయితే అయితే అయితే అయితే.............,favour
"అద్భుతము,",favour
"బ్రో oka doubt, running లో డ్రోన్ ఎలా use చేశావ్ బ్రో. Doors close lo ఉంటాయ్ గా ట్రైన్ start అయితే",favour
Bro అసలు నీ డ్రోన్ షాట్స్ కోసం ట్రైన్ జర్నీ వీడియోస్ చూస్తుంటా. Running లో ఎలా బ్రో డ్రోన్ కంట్రోల్ చేయడం.hatsoff,favour
ఇంతకీ ఫోటోకి ఎక్కిన వాడు ఏమయ్యాడు. Fine కట్టి విజయవాడ లో దిగాడా...!!!,favour
AP కి మా 6093 వారు రాష్ట్ర వాటా డబ్బులు ఇవ్వరు మాకు నర్సాపురం కొత్తిపల్లి రైల్వే లైన్ రాదు ఈసారి ఒక్క ఎమ్మెల్యే సీటు కూడా రాకపోతే అప్పుడు తెలుస్తుంది.,favour
మొత్తం ప్లాస్టిక్ ఫుడ్,favour
ఒక్కసారైనా ఎక్కాలి వందేభారత్ జైహింద్,favour
13:15 ఈడికి ఫైన్ ఎంత వేశారు బ్రో...,favour
చాలా ఉపయోగకరమైన సమాచారాన్ని ఇచ్చారు తమ్ముడు,favour
మొత్తానికి రైల్వే ఉద్యోగులకు పని పెంచారు. Hatts off ఇండియన్ గవర్నమెంట్...,favour
Mahe Mahesh అవసరం లేదు only సెంట్రల్ గవర్నమెంట్ అంటే సరిపోతుంది,favour
ఇంకా కొద్ది రోజుల్లో సికింద్రాబాద్ to భువనేశ్వర్ వరకూ extension అయిపోద్దేమో ఈ వందేభారత్ train,favour
మంచిదేమో. separate ట్రైన్స్ రెండు స్టేషన్ల నుండి 7 or 8am కి బయలు దేరి గమ్యస్థానాలకు వెళ్ళవచ్చు.,favour
ఎలాగో సామాన్యుడు విమానం లో తీరగలేడు ఇలాంటి ట్రెయిన్స్ సామాన్యులకు అందుబాటులొ ఉంటే బాగుండేది కానీ సామాన్యుడి కల కల గానే మీగిలిపోయాతట్టు ఉంది రేట్లు అలాగ ఉన్నాయి....,favour
Ch Viswa Prakasha Rao ఒకే భయ్యా కాదు అనటం లేదు రేట్లు కొద్దిగా అందుబాటులో ఉంటే బాగుండేది అంటున్నాను....,favour
మీకు ఎక్కడైనా airport చాలా దూరంగా ఉంటుంది. అక్కడ చాలా time formalities కి spend చెయ్యాలి. Vandebharat ఆ లగ్జరీ తో నేల మీద నడిచే విమానం లా ఉంది సోదరా.,favour
ధన్యవాదములు హరి అన్న,favour
At 13:16 super comedy Selfie కొసం వచ్చి book అయ్యాడు పాపం ఇక జీవితంలో ఎక్కడు,favour
తమరు నాన్వెజ్ బ్రేక్ఫాస్ట్ బుక్ చేసుకొని ఇడ్లీ దోస కావాలంటే ఎలా,favour
బ్రో పాపం రాజమండ్రి లో train ఎక్కీ వీడియో తీసుకున్న అతను విజయవాడలోనే దిగడా అతను ఫైన్ కట్టల లేదంటే మాములుగా దింపేశారు కొత్త ట్రైన్ కాద అని వదిలేశారా,favour
ఆ ఔటర్ పర్సన్ కి ఫైన్ వేసారా,favour
"జపాన్, ఫ్రాన్స్, ఇంకా వేరే యూరోపియన్ దేశాలలో 500kmph speed తో బులెట్ ట్రైన్స్ వెళ్తున్నాయి. మన దగ్గిర ఇంకా వందే భారత్ express trains ఇప్పుడు ఇప్పుడే స్టార్ట్ అవుతున్నాయి. మనం ఇంకా చాలా అభివృద్ధి చెందాలి.",favour
murali krishna డెవలప్మెంట్ చూడటానికి,favour
murali krishna పాకిస్తాన్ కి vellu,favour
ఇంతకీ ఆ గ్రహాల శక్తులు ఏంటి ఎవరు??,favour
Train speed చూపించడానికి మీరు వాడే app ఏమిటండి.,favour
ఏంటి పూనకాలు పానకాలు. పర్వతాలు,favour
Very nice .,favour
13:17 హీరో‌,favour
ఈ ట్రైన్ మీ రివ్యూ కోసం వైట్ చేసా బ్రో ధన్యవాదాలు,favour
వీడియో చాలా బాగుంది చాలా వివరంగా ఉంది.. గోదావరి జిల్లా కు శుక్రవారం వెళ్లి మళ్లీ ఆదివారం hyd వస్తారు కాబట్టి.. ఆదివారం బ్రేక్ తీసి వారం మధ్యలో బ్రేక్ ఇస్తే బాగుంటుంది,favour
ఈ మధ్య విజయవాడ - ఖమ్మం మధ్య ట్రైన్ చాలా స్లో నడుస్తున్నాయి. ఈ డిలే ఖమ్మం - వరంగల్ లో కవర్ చేస్తున్నారు. నవజీవన్ కూడా 130 speed దాకా వచ్చాడు ఆ రూట్ లో రీసెంట్ గా.,favour
అన్నవరం ఆగితే బాగుండు బ్రదర్,against
భయ్యా...!! మీరు ఇటువంటి సలహా మన రైల్వే dept. కి ఎప్పుడూ ఇవ్వకండి. ఎందుకంటే వారు..కాలం చెల్లిపోయిన ఈ trains కి sides లో మిగిలి ఉన్న places ని మీరు చెప్పిన సలహా కి కేటాయించేయ గలరు....!!! అలా ఎప్పటికీ జరగకూడదు!! ఎందుకంటే... ప్రపంచం ఇప్పటికే... Maglev trains & hyper loops వంటి అత్యాధునిక technology కలిగిన trains ప్రవేశ పెట్టే ప్రయత్నాల్లో మునిగి ఉన్నారు..!! ఆ technology భారత్ లోకి వచ్చే time కి ఆ సైడ్ places మనకి అవసరం అవుతాయి..!!!,against
సూపర్ బ్రదర్ భాగా చూపించిన ధన్యవాదాలు,against
విజయవాడలో విశాఖపట్నం నుంచి సికింద్రాబాద్ వెళ్లే టప్పుడు ఏ ప్లాట్ఫారం మీద ఆగుతుంది,against
Super Hari bro congratulations first ఫస్ట్ ఈ రోజ వీడియో చాలా బాగుంది థాంక్స్,favour
ఇనార్గల్ కాదు హరీ inaugural,against
ఆ...గ్రహాలు మాకు తెలుసు,favour
వందే భారత్ ట్రైన్ రాజమండ్రి స్టేషన్ కి వచ్చినప్పుడుమేము రాజమండ్రి రైల్వే స్టేషన్ లోనే ఉన్నను రైలు చూసాను నేను కూడా,against
"నరేంద్ర మోదీ గారు వచ్చి మోడ్రన్ రైల్ ని పరిచయం చేస్తారు చాలా బాగుంది, కానీ మన సౌత్ సెంట్రల్ రైల్వే జోన్లో ట్రాక్ మాత్రం వందే భారత్ ఎక్స్ప్రెస్ రైలు వేగం తగ్గట్టుగా మార్చలేకపోయారు. ఇది విచారించవలసిన విషయం.",favour
