text,stance
ఒరేయ్ మోడీ తెలుగోళ్ళను నమ్మించి పుత్తి దెంగు నా కొడుకులకు సిగ్గు వస్తుంది. Nrc లో వాళ్ళను కూడా దెంగి నీకు ఇష్టమైన వాళ్ళు rss కి పెట్టుకో. ఈ తెలుగు మహాను బావులు నిన్ను నమ్ముకున్నారు. ఉచ కొత పెట్టేశాయ్. మా జోలీ కి వస్తే మీమల్ని కోస్తాం. అది ఎందుకంటే ఒక్క మాట చెప్పడం మంచిది. తరువాత మమల్ని చెప్పలేదు అంటారు. చదువులేని తెలుగోళ్లు. అందుకని చెప్పాల్సింది వస్తుంది.,against
ఈ తెలుగోళ్ళకి మైండ్ లేదు. చదువులేదు,against
పులకరిస్తుందా. పుత్తి దెంగించు కో. ఒక్కసారి,against
ఉగ్రవాది వచ్చాడు. దొంగ నా కొడుకు,against
మన ప్రభువును రక్షకుడైన యేసుక్రీస్తు పరిశుద్ధ నామములో మన భారత ప్రధాని మోడీ గాస్పల్ పాస్టర్ ఫెలోషిప్ తరపున,favour
హృదయపూర్వక నమస్కారాలు పెద్దయ్య....,neutral
"మీరు తెలుగు లో మాట్లాడీతే ఆనందంగా వుంది దేశ సరిహద్దులను కాపాడడం కాదు దేశ యువతకు కూడ ఉపాది కల్పన చేయండి,",neutral
తెలుగు లో చల్ల బాగా మాట్లాడారు sir,neutral
Thanks మోడీ sir మీరు తెలుగు గురించి ఇంత గొప్ప గా మాట్లాడి నందుకు,neutral
ప్రదన మాంత్రి మొడిజి గార్కి నాహృదయ పూర్వంకాంగ కుృతజ్ఙాతలు తెలుపుకుంట్టున్న జై బారథ్ మాతకి జైయ్,favour
జై మోడీజీ,favour
జై భారతమాతాకీ జై.,favour
మీరు తెలుగు లో మాట్లాడడం,neutral
తెలుగు వారి కి మరచిపోలేని అనుభూతి...,favour
జయహో మోడీ జి,favour
Hats off sir చాలా బాగ matldinaru,neutral
జై మోడీ జీ,favour
తెలుగు లో చాలా బాగా మాట్లాడారు మోడీజీ జై భారత్ జై శ్రీరామ్,favour
మీ మోడీ ఏం పీకాడు రా బాబు,against
"ఏంట్రా మీ వల్ల నా దేశానికి ఉపయోగం.. ?? ● భారత మాతకు జై ● నేపాల్ మాతకు జై ● శ్రీలంక మాతకు జై ● బాంగ్లదేశ్ మాతకు జై ● చైనా మాతకు జై ● దుబాయి మాతకు జై ● అమెరికా మాతకు జై ● జపాన్ మాతకు జై ● వెస్టిండీస్ మాతకు జై ● ఐక్య రాజ్య సమితిలో ఉన్న అన్ని దేశాల మాతలకు జై ● ఇంకా ఏమైనా మిగిలి ఉంటే ఆ దేశాల మాతలకు కూడా జై ● అసలు ఈ భూమి మీద ఉన్న మాతలకే కాదు, భూమాతకే జై ● సరిపోయిందా.. ఇక మాతలందరూ అయిపోయారు కదా.. ఇప్పుడు చెప్పండ్రా.... ☞ 100 రోజుల్లో వెనక్కి తెస్తానన్న నల్ల ధనం ఏది..?? ☞ ప్రతి పౌరుడికి పంచుతాను అన్న 15 లక్షలు ఏవి..?? ☞ 35 రూపాయలకు పెట్రోలు.. ఏది..?? ☞ రూపాయికి 40 డాలర్లు.. ఏవి.. ?? ☞ ""ఒక తలకు పది తలలు"" ఏవి ?? ☞ పఠాన్కోట్ నిందితులు ఎక్కడ ?? ☞ మాకు అధికారం వస్తే చొక్కా కాలరు పట్టుకుని లాక్కొస్తాం అన్నా దావూద్ ఇబ్రహీం ఎక్కడ.. ?? ☞ ముంబై మీద తీవ్రవాద దాడికి బాధ్యుడైన హాఫీజ్ సయిద్ తల ఎక్కడ.. ?? ☞ ప్రజాధనం పంది కొక్కుల్లాగా తిని హాయిగా దేశం నుండి పారిపోయిన మీ పార్టీ MP విజయ్ మాల్య ఎక్కడ..?? ☞ ప్రజాధనాన్ని కొల్లగొట్టి, వేల కోట్ల వ్యాపార సామ్రాజ్యాలు నిర్మించుకుని, హాయిగా విదేశాలలో జల్సా చేస్తున్న నీరవ్ మోడీ ఎక్కడ.. మేహుల్ చోస్కీ ఎక్కడ.. ?? ☞ లాడాక్ నుండి చైనాను, టిబెట్ సరిహద్దు దాకా తరిమి కొడతాం అన్నారు.. ఎక్కడ దాకా తరిమారు.. ?? ☞ ఇక మాట్లాడ్డాలు లేవు.. కళ్లెర్ర జేస్తాం,, 56 ఇంచుల ఛాతీతో నలిపేస్తాం అన్నారు.. ఏది..?? ఎక్కడ..?? ☞ రైతు ఆదాయాన్ని పదిరెట్లు చేస్తానన్నారు.. ఎక్కడిదాక వచ్చింది.. ?? ☞ మేడ్ ఇన్ ఇండియా అని అమెరికాకి ఎగుమతి చేస్తాము అన్నారు.. ఎక్కడిదాక చేశారు.. ?? ☞ బేటీ బచావో అన్నారు... ఆడబిడ్డలను రేపులు చేసి చంపుతున్న మీ MP లకు, MLA లకు శిక్షలేవి.. ?? ☞ బేటీ పడావో అన్నారు... ఎంతమంది ఆడబిడ్డలను చదివించారు.. ఎన్ని బడులు కట్టారు..?? ☞ పౌరులకు నాణ్యమైన వైద్యం అందించడంలో మీరు సాధించినది ఏమిటి.. ?? ☞ రైతుల ఆత్మహత్యలు ఆపడానికి మీరు తీసుకున్న చర్యలు ఏమిటి.. ?? ☞ అవినీతిని నిర్మూలనించడానికి మీరు చేసిన ప్రయత్నాలు ఏమిటి.. ?? ☞ నత్త నడక నడుస్తున్న న్యాయ వ్యవస్థను గాడిలో పెట్టి పౌరులకు సత్వర న్యాయం అందించేందుకు.. మీరు తీసుకున్న చర్యలు ఏమిటి...?? ☞ ఒక్క పూట తిండితో జీవనం గడుపుతూ వస్తున్న 35% పేదలకు, రెండోపూట తిండిని కూడా దూరం చేస్తున్న ధరల పెరుగుదల సమస్యపై మీరు తీసుకున్న చర్యలు ఏమిటి ?? ☞ ఈ దేశంలో గంటకు 4గురు మహిళలు లైంగిక వేధింపులకు గురి అవుతున్నారు.. రోజుకు 6 మంది అత్యాచారాలకు బాధితులుగా మారుతున్నారు.. వాటికి నివారణ చర్యలు ఏమిటి....?? సమాధానం చెప్పండ్రా... కావాలంటే మరో 1000 సార్లు జై కొడతా.. మీరు చెప్పిన ప్రతి మాతకు... జై కొడతా.. పందుల్లాగా రోడ్ల మీద చెత్త విసిరి, పాన్ పరాగ్ ఉమ్ములు ఊసే మీరు, పాచి ముఖం వేసుకుని, మాకు స్వచ్ఛ భారత్ కబుర్లు చెబుతూ... దేశభక్తి పోజులు కొడతారా.?? శత్రుదేశాలు మన సైనికులను చంపుతుంటే,, ఫోనులో ఆప్లికేషన్లు తొలగించేసి,, ఏదో ఊడబోడిచాం అని సంకలు గుద్దుకునే,, పిరికి వెధవల్లరా.... మీరా.. దేశాన్ని కాపాడే వీరులు..?? పాకిస్తాన్ వాడు దాడి చేస్తే.. ఈ దేశ పౌరులైన ముస్లింల మీద.. చైనా వాడు దాడి చేస్తే... ఈ దేశ పౌరులైన కమ్యూనిస్టుల మీద.. అమెరికా వాడు దాడి చేస్తే.. ఈ దేశ పౌరులైన క్రైస్తవుల మీద.. ఆవు పేరుతో, మతం పేరుతో.. ఈ దేశ పౌరులైన దళితుల మీద.. .... దాడులు చేస్తూ,, విషం కక్కుతూ ఉండడమేనా.. మీ వీరత్వం..?? మీ దేశభక్తి..?? ఒక్క సారి మీ గుండెల మీద చేయి వేసుకుని చెప్పండ్రా... ఏంట్రా మీ వల్ల నా దేశానికి ఉపయోగం.. ?? చైతన్య కూరపాటి సమతా సైనిక్ దళ్",against
వచ్చే ఎన్నికల్లో మీరు విజయం సాధించ డానికి చాలా చాల కష్టాలు పడుతున్నారు.,against
జై భారత్ జై జవాన్ జై కిసాన్ జై మోడీ,favour
మాట్లాడటం లో కొంత తప్పు ఉన్నా మాట్లాడాలన్న మీ ఆకాంక్ష అభినందనీయం మోడీ గారూ.,neutral
సూపర్,favour
మొన్న మీ వాళ్ళు దేశం మొత్తం ఒకే భాష మాట్లాడాలి అని చెప్పి రువాబు చేద్దాం అనుకున్నారు.. సౌత్ ఇండియా వారు తమ నిరసన తో గు..ద్ద మీద తన్నే సరికి ప్లేటు పిరాచించారు నువ్వు తెలుగులో మాట్లాడిన మాత్రాన నీకు ఎక్కడ ఎవడు ఓటు వేయాడు కొంత మంది గుడ్డి భక్తులు తప్ప.,against
దేశభాషలందు తెలుగు లెస్స నరేంద్ర మోడీ తెలుగు భాష చరిత్ర మళ్లీ గుర్తు తెచ్చారు నీకున్న దేశభక్తి ప్రేమ కీర్తి నీలాంటి ప్రధాని ఉన్నందుకు చాలా గౌరవంగా ఉంది,neutral
చాలా బాగా తెలుగు మాట్లాడారు మోడీ garu...,neutral
ఆహా తెలివి అంటె modi గారిదే ఎందుకంటే Ap ప్రజల weakness gurinchi బాగానే telusukunnaru తెలుగు matlitegani ootlu ravanu kunno emo papam chala kashta pi bhatti kottinattunnu,against
సూపర్ sir మీరు,favour
జై మోడీ జై భరత్ మత కి జై,favour
భలే...,neutral
మోడీ గారు మీరు తెలుగు ఎప్పుడు నేర్చుకున్నారు. మా తెలుగు జాతి కి ఎంతో గర్వకారణంగా ఉంది.,neutral
మోడి దగ్గర నీ.అమ్ము.పండ పెట్టు ఇంకా. బాగుంటది,against
ఫేక్ గాడు పెద్ద బోకు.వీడు.,against
జైహింద్ మోడీ sir garu,favour
తెలుగు నెర్చుకొవలి ఇది నా దేశీయా భాష,neutral
జైమోడిజి జై జైమోడిజి,favour
జై శ్రీ రామ్ జై మోడీ జీ జై బిజెపి,favour
దొంగ దొంగ దొంగ జయహో అవతార్ బాబా మోడీకి జయహో జయహో,against
మోదీ గారు మీరు చాలా గొప్ప వాళ్ళు,favour
Hattsoff యూ sir,favour
"మోదీ, లాల్ కృష్ణ అద్వానీ, మొరార్జీ, భగవత్ (RSS), మురళీ మనోహర్ జోషీ మొదలగు BJP లో ఉన్నవారిని కూడా కారణ జన్ములు గా చెప్పచ్చు భారతదేశ గొప్పతన్నాన్ని ,దేశ సమైక్యతను దేశ సత్తాను చాటే కార్యకర్తలు గా చెప్పచ్చు జయహో మోదీ జీ",favour
పుత్తి దెంగించుకో మను. వాళ్ళందరూ.,against
మీరు తెలుగు మాట్లాడి తెలుగు మాట్లాడితే చులకన అనే జఫ్ఫా గాళ్ళకి బుద్ది చెప్పారు sir హేట్సాఫ్ sir,neutral
RAYALASEEMA LOVES ఆయన గురించి తెలిస్తే అలా మాట్లాడరు ఈయన pm గా వున్నాడు కాబట్టి ఇలా అయిన వున్నాం లేకుంటే ఎలా అనేది కూడా ఆలోచించి చూడండి అన్నా తెలుస్తుంది భారత ప్రజలకి ఇప్పుడు సరి అయిన నాయకుడు మోదీ ఒక్కడే అది కాదు అంటే ఇంకెవరు ఉన్నారో వారి ప్రాముఖ్యత ఎంటో చెప్పండి తెలుసుకుంటాను కులం మతం ప్రక్కన. పెట్టి,favour
మలోకేషబాబుకంటే...మీరు తెలుగు లోబాగమాట్లాడారు...మోదీసార్,neutral
జై మోడీ,favour
మీరు మా ప్రధాన గా ఉన్నదుకు మాకు చాలా గర్వం గా ఉంది,favour
సుపర్ సార్ మీరు,favour
జై మోదీ .జైహింద్.,favour
అన్నయ్యా మా తెలుగుని తెలుగు రాష్ట్రాన్ని గౌరవిస్తే చప్పట్లు కొడతారు అదే తెలుగు రాష్ట్రాన్ని ఆ గౌరవం ఇస్తే చెప్పుతో కొడతారు బాగా గుర్తు పెట్టుకో జై ఆంధ్ర ప్రదేశ్,neutral
మోడీ సర్ యు ర్ గ్రేట్ ప్రైమ్ మినిస్టర్ Tq. Sir tanku so much,favour
"ఈ సమయంలో ప్రధాని మోడీ కాకుండా మరోకరు అయితే దేశ పరిస్థితి ఎలా వుండేది? అందుకే కేంద్రం లో స్థిరమైన సుస్థిర ప్రభుత్వం మనకు అవసరం. పాక్ కుట్రలను ప్రపంచ వ్యాప్తంగా తెలియచేసి, పాక్ ను ఏకాకిగా నిలబెట్టిన గొప్ప ప్రధానమంత్రి. ఇప్పుడు మోడీ కాకుండా మరొకరు ప్రధాని గా వుండి వుంటే మన పరువు పోయేది.",favour
JAI BJP జయ హో భారతీయ జనతా,favour
JAI BJP జై భారతీయ జనతా పార్టీ,favour
"సెంట్రలొ మల్లి మోడి నె వస్తాడు అనవసరంగా మోడి తొ గొడవపడి 5 సంవసరలు వెనకకి వెళ్లొధు, మోడి నీ నమ్మండి, తలుపులు మూసి తెలంగాణా నీ ఇచ్చిన కాంగ్రెస్ సంక నాకుథున్న చంద్రబాబు అండ్ యెల్లో మీడియా స్వార్ధపరులు.",favour
మీరు చాలా గూప్పవాళ్లు సర్ అభినందన్ గారిని ఇండియ కి తీసుకురావటం లో మీరు చేసిన కృషి మేము ఎప్పటికీ మరిచిపొమూ,favour
గుప్ప కాదు గొప్ప,neutral
జై జై మోడీజీ భారత్ మాతకి జై,favour
చాలా బాగా మాట్లాడురు,neutral
ఎక్కడికి వెళ్ళాలో చెప్పు,against
రాజకీయాలు పక్కన పెడితే దేశం పట్ల నీకున్న ప్రేమ అనురాగాలు వెలకట్టలేనిది మన భారతదేశాన్ని ఉన్నతమైన స్థాయికి తీసుకెళ్లే ఏకైక వ్యక్తి నువ్వే మోడీ గారు ప్రపంచ దేశాలలో కాలర్ ఎగరేసుకొనే నేను భారతిని చెప్పుకునేలా చేయగల వ్యక్తి నువ్వే కొంతమంది మూర్ఖులకి ఈ విషయం అర్థం కాదు వదిలేయ్ కాబోయే ప్రధాని కూడా మీరే జై మోడీ జై హింద్,favour
జై హింద్,favour
ఈ పని చెయ్ నోరు మూసుకుని ఉండు,against
సిగ్గుండాలి,against
తెలుగులో మాట్లాడటం అద్బుతం,neutral
అరె వీడు పెద్ద డ్రామా యాక్టర్. తెలుగు రాష్ట్రాలను నాశనం చేస్తున్నాడు. ఇద్దరు వెదవలని రెండు రాష్ట్రాల సీఎం లు గా చేసి.,against
"భారత ప్రభుత్వం పనితీరు నిజంగా అమోఘం.. ఒక పక్క రెండు దేశాల సరిహద్దుల్లో పరిస్థితులు ఉద్రిక్తకంగా ఉన్నా,, ఎవరు చేయాల్సిన పని వారు చేసుకుంటూ వెళ్లిపోయారు తప్ప ఎవరి అనుమతుల కోసమో ఎదురు చూస్తున్నట్లు ఎక్కడా కనపడలేదు.. సుష్మ స్వరాజ్ గారు చేసిన విదేశాంగ విధానం, భద్రత సలహా దారు అజిత్ దోవల్ గారు తెర వెనుక నడిపిన దౌత్యం, రక్షణ శాఖ మంత్రి నిర్మల సీతారామన్ గారి ఆలోచన విధానం, హోమ్ మంత్రి రాజనాద్ సింగ్ గారి తీసుకున్న నిర్ణయాలు, వీరందరిని నడిపించిన ప్రధాని నరేంద్రమోడీ గారి నాయకత్వం.. అదే కాంగ్రెస్ ప్రభుత్వం లో ఈ మంత్రిత్వ శాఖ లు అన్నీ కూడా సోనియా మొహం వైపు చూస్తూ ఉండాలి ఆవిడ ఇచ్చే సైగల కోసం.. జాతీయ భావాలు కలిగిన వ్యక్తులు అందరూ కలిసి నడుపుతున్న ప్రభుత్వం యొక్క పనితీరు ఇలాగే ఉంటుంది.. పక్కనే ఉన్న పాకిస్థాన్ ని చూస్తే తెలుస్తుంది ఈ రెండు రోజుల్లో ఇమ్రాన్ ఖాన్ గంట కో వీడియో వదులుతూ హడావుడి చేస్తే ఈ విషయం పై ప్రధాని ఒక్కసారి కూడా మీడియా ముందుకు రాలేదు.. ఎవరి పని వారు చేసుకుంటూ వెళ్లారు.. అందుకే నిబద్దతతో కూడిన ప్రభుత్వాలు నడిపే నాయకుల వద్ద నేను అనే మాటకు స్థానం ఉండదు, ఏమి చేసిన ""మేము"" అనే పదానికే మాత్రమే స్థానం ఉంటుంది.. Jai hind",neutral
జై మోడీ జై చంద్రబాబు,favour
జై మోడీ జి,favour
జై నరేంద్ర మోడీ,favour
"“ఫెకోభ్యహ” “ఫెకోన్నతి” “ఫెక్ రక్షక” “ఫెక్ సర్వం - ఫక్ దేశం” లాంటి ఎన్నో ఉపయోగకరమయిన పథకాల రూపశిల్పి! సౌభ్రాతృత్వం,పరమతసహనం, సత్యం చెప్పడం, ధర్మం ఆచరించడం లాంటి సంప్రదాయాల్లో దేశం నలిగిపోతున్న సమయంలో మతోన్మాదం, మతతత్వం, విద్వేషం, ద్వేషం, విషం,అతివాదం,అసత్యం,ప్రాంత-ధన -మత-వర్గ-కుల వివక్ష లాంటి ఉపయోగ పడే మార్గాలని పిల్లలకు బోధిస్తూ భావజాల వ్యాప్తి చేస్తూ దేశంలోని అతివాదులందరికీ ఆదర్శవంతంగా నిలుస్తున్నారు! జై బీజేపీ!! Jai Godi Sir “దేశాన్ని అమ్ముదాం-అంబానీకి ఇచ్చేద్దాం!”",favour
జై మోడీజీ,favour
ప్రపంచం మొత్తం భారతదేశం నీ దేహి దేహి ఆదుకుంటుందంటే కారణం మోడీ జీ,favour
"దేశ అభివృద్ధి అంటే పప్పులు ఉప్పులు తగ్గించడం కాదు.. ముందు మీడియా మారాలి తర్వాత ప్రజలు అర్థం చేసుకుంటారు.. మోడీ వచ్చిన తర్వాత ప్రపంచంలో భారత్ అంటే ఒక భయం ఏర్పడింది, కాంగ్రెస్ ఉన్నప్పుడు ఎన్ని సార్లు బాంబ్ బ్లాస్టలు జరిగేవి? ఇప్పుడు అవి ఏమైనా ఉన్నాయా? పాకిస్థాన్ కి ఉచ్చ పోయిస్తున్నాడు, చైనా భయపడుతుంది,....., అమెరికాతో మంచి రిలేషన్ మైంటైన్ అవుతుంది .. మిలట్రీ కి ఇంకా నావి కి యుద్ధ విమానాలు సంఖ్య పెంచాడు.. అభివృద్ధి అంటే పెన్షన్ లు ఉప్పులు పప్పులు తగ్గించి ఉచిత పథకాలు పెట్టి ప్రజల్ని సోమరిపోతుల్ని చేయటం కాదు... మోడీ అంటే మచ్చ లేని మనిషి..",against
నేటీ చత్రుపతీ సీవజీ మేడీ ప్రపంచంలోనే అతిపెద్ద మనదేషంపేరు మారుమ్రొగీందీ నీతీ నీజయితీ దేశంలో తిరుగులేదు మనదేషం సురక్షీతం,favour
"మోడీ గొప్ప ఏమియుగాదు మోడీకే ప్రమాదం ఎందుకంటే భారత్ కు మూడు సింహాలు సింబల్ చాలా సమస్యలున్నాయి .. బబులోను సింహము సింబల్ గలది ..క్రీస్తు పూర్వము 606 లో దాని పూర్వపు చరిత్ర 4000 ఇయర్స్ చరిత్ర లో.... క్రీస్తు పూర్వము 606 లో ప్రపంచాన్ని పాలించింది. బాబెల్,, ప్రాంతము బబులోను బబులోను ప్రాంతము ఇరాక్ చాలాసార్లు త్రొక్కబడ్డది.. భారత్ కు సింబలు భయమున్నది..",against
ఇండియన్ కింగ్ మోదీ,favour
చత్రపతి,favour
"నీరవ్ మోడీ, విజయ్ మాల్యా వెళ్తుంటే ఏమి చేశారు అని అడుగుతున్నాను అన్నారు, కానీ వారు ఆస్థులన్ని ఇక్కడే ఉన్నాయి. ఆస్తులను స్వాధీనం చేసుకోవడానికి కావాల్సిన చట్టాలు చేస్తున్నారు.",against
జై మోడీ జై జై మోడీ,favour
మోడీ లాంటి వ్యక్తి భారత్ కు ఎంతో అవసరం భారత్ ను అభివృద్ధి పథం లో వెళ్లాలంటే ఆ చరిష్మా మోదీ కి మాత్రమే ఉంది,favour
2019 లో కూడా మోడీ నే ప్రధాని జై మోడీ జై భాజపా,favour
2019 లో కూడ మెాడి నే ప్రధాని. జై భారత్,favour
జై బిజెపి జైజై నరేంద్ర మోడీ గారు మన అందరికి దేవుడు జై బిజెపి జైజై ఎగ్గని యువసేన,favour
మరో ఛత్రపతి. జై మెాడి,favour
"Ravi Kumar : -- ఈ దేశానికి పట్టిన దరిద్రం modi. modi అవినీతి పరుడు కాదు కానీ బ్రహ్మాంబమైన అవినీతి ప్రోత్సహకుడు (for ex. karnataka గాలి team కీ bjp tickets given in election, నోట్లు రద్దు చేసినపుడు కోటీశ్వరుల ఇళ్ళకి direct గా press ల నుంచే trucks నట్ల కట్టలతో వెళ్ళాయి, modi, jaitle, sha ల ప్రోత్సహంతో కాకుం డా ఎలా వెల్తాయి. అవినీతి చేయ టం కన్నా ప్రోత్సహించటం లక్ష రెట్ల నేరం. అసత్యవాది అనటానికి ఒక ex. 2014 B4 elections swis black money INDIAN citizen కి each 15 lakhs ఇస్తానన్నాడు. ఇచ్చాడా ?! ఎవడైనా అడిగాడా ? ఇవ్వమని ?! లేదు. తనకి తనుగా previous Govt. తెప్పించటం చాతకాలేదు. నేను తెస్తానన్న ఝూట కబుర్లు ఏమైనాయి. అన్యాయవాది AP ని devide చేసినపుడు parliament సాక్షి గా Dr.Man mohan singh garu 18 points for AP development ఇస్తామన్నారు. న్యాయంగా ఇవ్వవల సినవి ఇవ్వలేదు. Sr. of Cong., BJP, all other parties చెప్పినా నిరంకుశుడు not accepted. ఇలా చెబుతూ పోతే లక్షా తొంభై ఉన్నా యి. modi ఎంత హరిశ్చంద్రుడో తెలియాలంటే supreme court ఒక committee వేసి Gujarath CM గా ఉన్నప్పటి నుంచీ ఇప్పటి దాకా జరిగినవి on war foot basis విచారిస్తే గురివింద గింజ విషయా లన్నీ తెలుస్తాయి. ఎవరైనా ప్రపం చంలో కొందరిని కొంత కాలం లేక అందరినీ కొంత కాలం మోసం చేయవచ్చు కానీ అంరినీ అంత కాలం మోసం చేయలేరు. ఏది ఏ మైనా మోసగించబడిన భారతీయుల ఉసురు తగులుతుంది అపుడు సర్వ నాశనమౌతాడు మోసం చేస్తే. Special గా తెలుగు ప్రజలను మోసం చేశాడు. వారి ఉసురుకే ముందు నాశనమౌతాడు.",against
సూపర్,favour
మోడీ ఏ రాష్ట్రానికి వెళ్ళినా సభ లో ఆ రాష్ట్ర భాషలో పలకరింపు మామూలే.,neutral
మోదీ తెలుగు లో మాట్లాడినట్లు పవన్ కు రాదు.,neutral
జై జగన్ అన్న,neutral
ప్రత్యేక హోదా ఇస్తామని హామీ ఇచ్చి మాటమీద నిలబడలేని విలువలు తెలుసా దేశ ప్రధాని,against
Kancharana Sankararao నీకు అలా అర్థం అయిందా మీ అన్న కాళ్ళు పట్టుకున్నాడు రా మోడీ నీ,against
Mahi Reddy ఈ రోజు విశాఖ లో ప్రజల సునామీకి అర్దం మోడీని రౌండప్ చేసి విభజన హామీలను ప్రజల ముందే అడిగాడు అదీ దమ్ము. 10 వేల 7 వందల కోట్ల రూపాయలు విశాఖ అబివ్రుద్ది కి మెడలు వంచి తీసుకొచ్చిందెవరు.,against
"వాడు తప్పు చేశాడు...వీడు మెడలు వంచుత అని మెడలు మసాజ్ చేస్తున్నాడు... వెంకయ్య,హరి బాబూ గురించి మాట్లాడాడు గానీ ఒక్క మాట మీ జాన్ అన్న గురించి మాట్లాడలేదు",against
సొల్లు కబుర్లు అపార మోడీ నా కొడుక,against
తెలుగు స్పీచ్ అంటూ ఏముంది నా బొంద?,against
విదేశాలకు ఆపద హస్తం ఇచ్చిన మన ప్రధాని గారు మన ఆంధ్ర ప్రదేశ్ రాష్ట్రానికి చేయూతను ఇచ్చి ఆదుకోండి ప్లీజ్ శిర్. రాజకీయాలు ప్రక్కన పెట్టి పార్టీ బేధం లేకుండా ఆంధ్రాను ఆదుకుని మానవత్వం పరిమళించేలా మీ నిజాయితీ చుపించండి Plz plz...,favour
"మోడీ గారు మీరుమంచివారు,దయచేసి మారాష్టానికి విభజనచట్టంలోఇచ్చిన హామీలు నెరవేర్చండి.",favour
𝐍𝐄𝐄𝐋𝐀𝐌 𝐒𝐔𝐍𝐃𝐀𝐑 𝐕 𝐊 వాడి లో మంచి ఉందా ...పిచ్చా కామెడీ,against
అదానీ అంబానీ లను అడిగి చెప్తా.,against
Kula andhatvam Where is development Pappulu bellalu appulu తప్ప,against
జై జగన్,neutral
